Freezing tunnel belt number two small minor meat on belt.,Freezing tunnel belt number two small minor meat on belt.
"Freezing tunnel walls one, small minor meat on walls. Corrective actions R and S","Freezing tunnel walls one, small minor meat on walls. Corrective actions R and S"
"Freezing tunnel walls two, small minor meat on walls. Corrective actions R and S","Freezing tunnel walls two, small minor meat on walls. Corrective actions R and S"
"Freezing tunnel walls number one, accepted","Freezing tunnel walls number one, accepted"
Interface Fridge one accepted,Interface Fridge one accepted
Ammonia pipes above fridge one accepted,Ammonia pipes above fridge one accepted
"Freezing tunnel belt one number two, not acceptable","Freezing tunnel belt one number two, not acceptable"
"Freezing tunnel walls number two, not acceptable","Freezing tunnel walls number two, not acceptable"
"Freezing tunnel walls number one, NA","Freezing tunnel walls number one, NA"
Catch tray accepted,Catch tray accepted
Augers accepted,Augers accepted
Gaskets above augers accepted,Gaskets above augers accepted
Oil catch tray accepted,Oil catch tray accepted
Tenderform canal accepted,Tenderform canal accepted
Mold cover seal accepted,Mold cover seal accepted
Formax hopper belt small minor meat and fat scum on belt. Corrective actions Removed and Sanitize,Formax hopper belt small minor meat and fat scum on belt. Corrective actions Removed and Sanitize
Formax hopper belt minor meat and fat scum on belt. Corrective actions Removed and Sanitize,Formax hopper belt minor meat and fat scum on belt. Corrective actions Removed and Sanitize
Formax hopper belt small meat and fat scum on belt.,Formax hopper belt small meat and fat scum on belt.
Formax hopper belt meat and fat scum on belt.,Formax hopper belt meat and fat scum on belt.
Formax hopper belt small minor meat and fat scum on belt.  Corrective actions Removed and Sanitize,Formax hopper belt small minor meat and fat scum on belt.  Corrective actions Removed and Sanitize
Formax doors accepted,Formax doors accepted
"slide bar, small minor meat and greas down the side","slide bar, small minor meat and greas down the side"
"Green Rollers and Block , small minor meat on rollers. Corrective actions R and S","Green Rollers and Block , small minor meat on rollers. Corrective actions R and S"
Formax hopper not acceptable,Formax hopper not acceptable
"Freezing tunnel belt number three, small minor meat on belt. Corrective actions R and S","Freezing tunnel belt number three, small minor meat on belt. Corrective actions R and S"
"Freezing tunnel belt number three, meat on belt.","Freezing tunnel belt number three, meat on belt."
"Freezing tunnel belt three, small minor meat on belt. Corrective actions R and S","Freezing tunnel belt three, small minor meat on belt. Corrective actions R and S"
"Freezing tunnel belt three, small minor meat on belt.","Freezing tunnel belt three, small minor meat on belt."
"Freezing tunnel hood number three, small minor meat on top of hood. Corrective actions Removed and Sanitize","Freezing tunnel hood number three, small minor meat on top of hood. Corrective actions Removed and Sanitize"
"Freezing tunnel floor number three, small minor meat on floor. Corrective actions R and S","Freezing tunnel floor number three, small minor meat on floor. Corrective actions R and S"
"Freezing tunnel floor number three, small minor meat on floor. Corrective actions R and S","Freezing tunnel floor number three, small minor meat on floor. Corrective actions R and S"
"Freezer entry number three, small minor fat scum on belt.","Freezer entry number three, small minor fat scum on belt."
"Freezer entry three, small minor fat scum on belt. Corrective actions Removed and Sanitize","Freezer entry three, small minor fat scum on belt. Corrective actions Removed and Sanitize"
"Overheads, small minor meat on framework . Corrective actions R and S","Overheads, small minor meat on framework . Corrective actions R and S"
"Conveyors feeding formax’s catch tray two, small minor meet in tray. Corrective actions R and S","Conveyors feeding formax’s catch tray two, small minor meet in tray. Corrective actions R and S"
"Formax hopper blet, small minor meat on belt. Corrective actions Removed and Sanitize","Formax hopper blet, small minor meat on belt. Corrective actions Removed and Sanitize"
"Slider bar, accepted","Slider bar, accepted"
Power points accepted,Power points accepted
"Emergency controls, accepted","Emergency controls, accepted"
"Overheads, small minor meat on overhead. Corrective actions R and S","Overheads, small minor meat on overhead. Corrective actions R and S"
"Scales at pack off, small minor meat behind incords.","Scales at pack off, small minor meat behind incords."
"Pattie stacker number one, small minor meat on stacker. Corrective actions R and S","Pattie stacker number one, small minor meat on stacker. Corrective actions R and S"
"Pattie stacker number two, small minor meat on stacker.","Pattie stacker number two, small minor meat on stacker."
"Pattie stacker number two, small minor meat.","Pattie stacker number two, small minor meat."
"Pig tails number three, small minor meat on last pig tail. Corrective actions R and S","Pig tails number three, small minor meat on last pig tail. Corrective actions R and S"
Metal detector conveyor belt under stackers number one small minor meat in screw. Corrective actions Removed and Sanitize,Metal detector conveyor belt under stackers number one small minor meat in screw. Corrective actions Removed and Sanitize
Final metal detector conveyor number one large minor meat on runner. Corrective actions Removed and Sanitize,Final metal detector conveyor number one large minor meat on runner. Corrective actions Removed and Sanitize
"Pattie stacker number one, small minor meat on frameworks. Corrective actions R and S","Pattie stacker number one, small minor meat on frameworks. Corrective actions R and S"
"Pattie stacker number three, small minor meat on frameworks.Corrective actions Removed and Sanitize","Pattie stacker number three, small minor meat on frameworks.Corrective actions Removed and Sanitize"
"Pattie stacker number four, small minor meat on frameworks. Corrective actions Removed and Sanitize","Pattie stacker number four, small minor meat on frameworks. Corrective actions Removed and Sanitize"
"Carton stands, small minor meat on cart frame. Corrective actions R and S","Carton stands, small minor meat on cart frame. Corrective actions R and S"
Pig tails number one accepted,Pig tails number one accepted
Pig tails number two accepted,Pig tails number two accepted
Under pigtails number one accepted,Under pigtails number one accepted
Walls accepted,Walls accepted
Doors accepted,Doors accepted
Squeegees accepted,Squeegees accepted
"Pattie stacker number two, not acceptable","Pattie stacker number two, not acceptable"
"Pig tails number three, not acceptable","Pig tails number three, not acceptable"
Metal detector conveyor belt under stackers number one not acceptable,Metal detector conveyor belt under stackers number one not acceptable
"Metal detector conveyor belt under stackers number two, NA","Metal detector conveyor belt under stackers number two, NA"
"Final metal detector conveyor number one, NA","Final metal detector conveyor number one, NA"
"Stainless Steel Bins and Lids, small minor meat on inside of lids.","Stainless Steel Bins and Lids, small minor meat on inside of lids."
"Stainless Steel Bins and Lids, small meat on inside of lids.","Stainless Steel Bins and Lids, small meat on inside of lids."
Tenderform Conversion Parts small minor meat in screw holes. Corrective actions Removed and Sanitize,Tenderform Conversion Parts small minor meat in screw holes. Corrective actions Removed and Sanitize
Formax carts number one small minor meat on framework and fat scum on Belts . Corrective actions R and S,Formax carts number one small minor meat on framework and fat scum on Belts . Corrective actions R and S
Formax carts number one meat on framework and fat scum on Belts . Corrective actions R and S,Formax carts number one meat on framework and fat scum on Belts . Corrective actions R and S
Formax carts one small minor meat on framework and fat scum on Belts . Corrective actions R and S,Formax carts one small minor meat on framework and fat scum on Belts . Corrective actions R and S
dock accepted,dock accepted
Test kitchen accepted,Test kitchen accepted
Lunch room accepted,Lunch room accepted
Small minor,Small minor
Small minor meat,Small minor meat
